GEOID20,NAME20,NAMELSAD20,TOWN_NAME,CouncilOfG,County,Area_SqMil,Area_Sqft,Area_SqM,HealthSens,SocioEcoFa,SensitiveP,PollExposu,PollSource,PollutionB,Score,Percentile,Rank,TotalPopul,PercentBla,PercentAme,PercentAsi,PercentNat,PercentOth,PercentHis,PercentWhi,TotalPerce,Unemployed,PovertyPer,Median_Inc
9009350101,3501.01,Census Tract 3501.01,Waterbury,Naugatuck Valley,New Haven,0.453964,12655802.73,1175762.548,8.8,9.7,9.3,6.2,6.811111,9.5,88.35,97.5,9.8,3505,18.54,0,0.94,0,23.71,49.39,46.99,92.58,262.9,72.68,12248
9009166003,1660.03,Census Tract 1660.03,Hamden,South Central Regional,New Haven,0.862942,24057436.95,2235009.027,4.6,6.6,5.6,5,4.314286,6.3,35.28,61.77,6.2,2381,31.88,0,2.18,0,8.11,14.83,56.28,56.99,68.9,13.25,54625
9009142605,1426.05,Census Tract 1426.05,New Haven,South Central Regional,New Haven,0.371813,10365538.63,962990.0501,9.2,9,9.1,5.425,3.8,6.6,60.06,82.82,8.3,3983,47.9,0.18,0.65,0,8.26,26.14,39.72,83.13,51.2,52.06,23275
9009175502,1755.02,Census Tract 1755.02,Wallingford,South Central Regional,New Haven,3.437779,95839767.01,8903805.708,3.8,5.2,4.4,5.722222,3.93,7.3,32.12,58.59,5.9,5290,1.85,0,2,0,0.34,0.09,94.52,4.29,7,8.71,75109
9009180102,1801.02,Census Tract 1801.02,East Haven,South Central Regional,New Haven,1.7111,47702734.68,4431729.068,4.6,6.8,5.8,3.85,1.557143,1.8,10.44,34.13,3.4,4963,3.53,0,1.87,0,6.21,15.33,77.67,26.94,83.5,18.2,73864
9009130202,1302.02,Census Tract 1302.02,Seymour,Naugatuck Valley,New Haven,3.169792,88368723.15,8209723.021,6.9,4.8,5.9,4.885714,4.36,6,35.4,62.12,6.2,3974,3.04,0,2.62,0.5,9.49,11.58,83.22,27.23,62.5,15.17,86694
9009140102,1401.02,Census Tract 1401.02,New Haven,South Central Regional,New Haven,0.19562,5453574.761,506653.6742,7.5,7.1,7.6,7.122222,2.922222,8.7,66.12,87.03,8.7,2763,27.43,0,14.77,0,5.39,18.24,39.2,65.83,106.4,37.97,68951
9009141301,1413.01,Census Tract 1413.01,New Haven,South Central Regional,New Haven,1.567598,43702120.57,4060059.855,8.7,8,8.6,5.75,2.55,5.9,50.74,75.77,7.6,7035,35.51,0.09,3.17,0,6.75,23.6,41.99,69.11,78.3,45.77,34950
9009167102,1671.02,Census Tract 1671.02,North Haven,South Central Regional,New Haven,1.626169,45334978.96,4211757.364,1.3,1.1,0.8,5.7375,3.566667,7,5.6,26.05,2.6,4311,0.56,0,6.15,0,0,7.05,86.89,13.76,100,3.55,164861
9009166004,1660.04,Census Tract 1660.04,Hamden,South Central Regional,New Haven,0.725816,20234584.99,1879854.459,3.3,6.9,5.1,3.25,1.4875,1,5.1,24.35,2.4,4995,19.88,0,11.59,0,2.1,4.8,58.68,38.38,66.1,19.95,89023
9009154102,1541.02,Census Tract 1541.02,West Haven,South Central Regional,New Haven,1.59214,44386322.08,4123624.256,6.1,7.9,7.3,5.85,3.033333,6.6,48.18,73.83,7.4,5829,37.21,0,4.51,0,10.46,40.09,37.78,92.28,49.9,18.22,68132
9009171202,1712.02,Census Tract 1712.02,Meriden,South Central Regional,New Haven,3.086873,86057081.82,7994964.515,6.5,5.2,5.9,5.5,4.5,7.3,43.07,68.83,6.9,3082,1.52,0,3.7,0,4.67,9.6,86.44,19.5,43.8,10.34,77083
9009167301,1673.01,Census Tract 1673.01,North Haven,South Central Regional,New Haven,6.698908,186754849.7,17350093.27,3.8,4.4,4,6,5.27,8.9,35.6,62.34,6.2,7590,6.88,0,5.82,0,4.43,6.76,79.89,23.89,32.1,12.18,102714
9009175501,1755.01,Census Tract 1755.01,Wallingford,South Central Regional,New Haven,1.95321,54452381.51,5058791.778,3.6,1.1,2.2,2.257143,1.614286,0.3,0.66,7.17,0.7,1754,0,0,0,0,0,0,96.86,0,-9930.2,0.68,156684
9009194101,1941.01,Census Tract 1941.01,Madison,South Central Regional,New Haven,3.901734,108774108.7,10105445.37,0.3,2.1,0.8,4.375,1.3,2.3,1.84,13.2,1.3,1986,1.01,0,0,0,2.42,3.17,94.51,6.6,157.6,8.31,89028
9009154101,1541.01,Census Tract 1541.01,West Haven,South Central Regional,New Haven,0.974762,27174812.41,2524622.684,5.3,8.2,7,5.111111,3.844444,6,42,67.92,6.8,2680,30.9,1.08,13.77,0,14.81,27.16,32.91,87.72,26.7,24.03,68239
9009194102,1941.02,Census Tract 1941.02,Madison,South Central Regional,New Haven,3.91598,109171266.5,10142342.54,0,1.2,0.3,4.3,2.728571,3.4,1.02,9.44,0.9,2758,0.33,0,0,0,0.65,1.74,95.32,2.72,13.1,2.39,100068
9009171201,1712.01,Census Tract 1712.01,Meriden,South Central Regional,New Haven,1.969194,54897986.76,5100189.86,5.9,2.9,4.2,5.071429,3.6,5.6,23.52,49.15,4.9,5075,4.47,2.6,6.6,0,0.75,11.65,79.43,26.07,108,7.01,98086
9009130201,1302.01,Census Tract 1302.01,Seymour,Naugatuck Valley,New Haven,5.400239,150550032.2,13986555.66,6.3,0.3,3.2,3.257143,3.085714,2,6.4,27.76,2.8,3967,1.39,0,2.37,0,1.97,8.65,92.26,14.37,32.1,6.3,132531
9009140101,1401.01,Census Tract 1401.01,New Haven,South Central Regional,New Haven,0.06995,1950084.466,181168.7751,7.3,3,5.1,7.25,2.722222,8.8,44.88,71.1,7.1,923,10.29,1.95,25.35,0,0,10.08,62.41,47.67,0,18.5,85763
9009351601,3516.01,Census Tract 3516.01,Waterbury,Naugatuck Valley,New Haven,0.445218,12411974.28,1153110.143,8.4,8,8.4,6.4,4.441667,8.8,73.92,92.83,9.3,3110,11.83,0.19,0.19,0,30,45.76,54.73,87.97,35.6,27.48,55722
9009351500,3515,Census Tract 3515,Waterbury,Naugatuck Valley,New Haven,1.102414,30733547.2,2855239.965,8.8,7.4,8.4,5.533333,5.066667,7.9,66.36,87.26,8.7,4773,12.72,0,4.84,0,6.62,26.27,61.49,50.45,44.5,23.83,59232
9009150300,1503,Census Tract 1503,Milford,South Central Regional,New Haven,1.240087,34571636.07,3211810.089,4.5,4.5,4.4,7.2,5.6,9.6,42.24,68.37,6.8,3641,1.98,0,7.11,0,0.36,17.63,84.81,27.08,48.6,7.23,88705
9009150600,1506,Census Tract 1506,Milford,South Central Regional,New Haven,4.294093,119712440,11121649.6,6.4,3.4,4.9,7.755556,4.966667,9.7,47.53,72.92,7.3,6986,3.11,0,11.06,0,0.83,7.72,79.57,22.72,31,8.5,119917
9009165200,1652,Census Tract 1652,Hamden,South Central Regional,New Haven,1.490676,41557660.23,3860832.971,4.8,2.8,3.6,5.6875,3.922222,7.2,25.92,52.45,5.3,2550,3.57,0.24,3.73,0,1.02,7.49,85.61,16.04,36.7,5.1,144821
9009171300,1713,Census Tract 1713,Meriden,South Central Regional,New Haven,0.756001,21076101.76,1958033.925,6.2,5.7,6.1,4.875,3.488889,5.1,31.11,58.02,5.8,3721,7.26,0,0,0,2.61,22.23,79.28,32.09,44.5,8,61627
9009171400,1714,Census Tract 1714,Meriden,South Central Regional,New Haven,0.257326,7173838.087,666471.3668,8.8,9,9,5.325,3.74,6.3,56.7,80.2,8,1775,4.96,0,0.62,0,17.52,56.79,69.41,79.89,63.7,34.09,51313
9009171500,1715,Census Tract 1715,Meriden,South Central Regional,New Haven,0.389314,10853454.69,1008318.935,7,8.6,8.1,6.15,4.866667,8.7,70.47,90.1,9,3410,18.94,0,0.67,0,27.77,65.43,32.4,112.82,43.7,26.04,53304
9009171600,1716,Census Tract 1716,Meriden,South Central Regional,New Haven,3.068173,85535763.42,7946532.45,7.7,8.3,8.2,6.225,4.31,8.5,69.7,89.65,9,5609,11.59,0,2.8,0,9.59,48.46,61.49,72.44,122.5,23.79,71480
9009171700,1717,Census Tract 1717,Meriden,South Central Regional,New Haven,3.995519,111388680.1,10348347,8.6,4.9,7,5.7625,2.72,6.2,43.4,69.06,6.9,3780,4.81,0.4,1.16,0,0.37,20.85,87.22,27.59,57.1,5.77,92277
9009175100,1751,Census Tract 1751,Wallingford,South Central Regional,New Haven,0.532007,14831507.9,1377892.172,4,6.7,5.3,3.7,5.488889,4.8,25.44,51.42,5.1,3201,2.03,0,4.19,0,5.22,18.84,81.82,30.27,47.9,14.63,75849
9009175200,1752,Census Tract 1752,Wallingford,South Central Regional,New Haven,0.323851,9028455.879,838770.9976,3.5,5.6,4.5,5.266667,3.311111,5.7,25.65,51.99,5.2,2792,3.9,0,9.06,0,8.85,28.65,69.66,50.47,25.3,16.94,69375
9009175300,1753,Census Tract 1753,Wallingford,South Central Regional,New Haven,1.653716,46102950.68,4283104.271,4.2,5,4.6,5.655556,3.9375,7.2,33.12,59.84,6,4043,1.86,0,3.71,0,0.69,21.54,81,27.8,16.6,11.58,79106
9009142604,1426.04,Census Tract 1426.04,New Haven,South Central Regional,New Haven,0.622902,17365511.92,1613308.848,8.1,7.4,8,6.944444,2.963636,8.5,68,88.51,8.9,3364,28.75,0.21,0,0,6.69,50.56,51.31,86.21,22.9,29.99,66298
9009361401,3614.01,Census Tract 3614.01,New Haven,South Central Regional,New Haven,0.164438,4584281.151,425893.6552,8.3,5.8,7.4,7.025,3.688889,9.1,67.34,88.28,8.8,3878,10.75,0.05,21.69,0,4.9,11.19,57.84,48.58,6.6,42.45,39500
9009142700,1427,Census Tract 1427,New Haven,South Central Regional,New Haven,1.512461,42164994.35,3917256.157,5.8,9.7,8,8.322222,5.163636,9.9,79.2,94.77,9.5,7075,17.92,0,4.07,0,35.12,56.42,37.98,113.54,108.3,41.7,39496
9009141500,1415,Census Tract 1415,New Haven,South Central Regional,New Haven,0.62853,17522417.37,1627885.842,6.7,9,8.1,6.044444,5.222222,8.9,72.09,91.24,9.1,7954,79.88,0,0.06,0,4.05,12.38,9.06,96.38,120.1,50.62,36375
9009141600,1416,Census Tract 1416,New Haven,South Central Regional,New Haven,0.412679,11504830.65,1068833.742,8.5,8.4,8.7,6.077778,5.277778,9,78.3,94.43,9.5,4949,55.14,0.24,3.92,0,16.47,16.75,20.25,92.52,57.9,45.47,32246
9009141800,1418,Census Tract 1418,New Haven,South Central Regional,New Haven,0.565212,15757207.81,1463892.508,7.7,8.3,8.2,5.755556,4.888889,8.1,66.42,87.37,8.7,4539,18.11,0,23.86,0,4.94,10.97,50.08,57.88,47.6,25.78,64861
9009141900,1419,Census Tract 1419,New Haven,South Central Regional,New Haven,0.533,14859186.87,1380463.632,7.6,6,7,6.122222,3.35,7.4,51.8,77.25,7.7,5486,7.62,0,11.96,0,1.6,11.5,73.2,32.68,38.6,18.47,81111
9009142100,1421,Census Tract 1421,New Haven,South Central Regional,New Haven,0.240598,6707474.026,623144.7277,8.8,9.4,9.2,8.155556,4.122222,9.7,89.24,98.07,9.8,1459,10.35,0,3.36,0,21.86,47.16,60.11,82.73,101.1,49.9,49125
9009125300,1253,Census Tract 1253,Ansonia,Naugatuck Valley,New Haven,1.296019,36130934.62,3356673.665,8.4,8.6,8.7,6.7875,5.57,9.4,81.78,95.22,9.5,4761,12.92,0,0.95,0,5.86,14.56,70.09,34.28,89,27.35,57602
9009125400,1254,Census Tract 1254,Ansonia,Naugatuck Valley,New Haven,0.823141,22947843.49,2131924.422,8.4,8.5,8.7,5.3625,4.1,6.7,58.29,81.23,8.1,3649,22.72,0,2.06,0,8,20.91,60.4,53.69,81.2,22.2,47382
9009140200,1402,Census Tract 1402,New Haven,South Central Regional,New Haven,1.40747,39238018.77,3645331.227,9.4,7.7,8.7,8.511111,4.89,9.9,86.13,96.36,9.6,386,19.95,0,0,0,1.04,37.56,41.19,58.55,-59994,38.86,19457
9009140300,1403,Census Tract 1403,New Haven,South Central Regional,New Haven,0.277727,7742597.749,719310.8684,9.3,9.6,9.5,6.711111,3.8375,8.8,83.6,95.79,9.6,2568,27.38,0,2.84,0,15.62,50.66,44,96.5,80.6,51.86,50000
9009140400,1404,Census Tract 1404,New Haven,South Central Regional,New Haven,0.524613,14625381.84,1358742.434,8.9,8.4,8.9,6.722222,3.188889,8.3,73.87,92.72,9.3,3626,22.45,0.63,5.38,0,31.38,47.57,30.72,107.42,4.3,36.17,71094
9009140500,1405,Census Tract 1405,New Haven,South Central Regional,New Haven,0.414301,11550046.67,1073034.448,7.1,9.1,8.3,6.044444,3.111111,7.1,58.93,81.57,8.2,3865,35.29,3,0,0,21.76,52.16,28.77,112.21,30.6,41.81,40000
9009140600,1406,Census Tract 1406,New Haven,South Central Regional,New Haven,0.286734,7993690.76,742638.1724,9.1,9.9,9.6,5.988889,3.1375,7,67.2,88.05,8.8,5469,35.49,1.23,0.64,0,20.31,47.28,32.4,104.96,101.1,58.4,35092
9009140700,1407,Census Tract 1407,New Haven,South Central Regional,New Haven,0.212585,5926524.56,550592.1482,7.3,8.3,8.1,6.4125,3.655556,8.2,66.42,87.37,8.7,3656,42.97,0.36,5.91,0,23.09,30.99,26.45,103.31,27.8,56.67,32654
9009151000,1510,Census Tract 1510,Milford,South Central Regional,New Haven,1.15278,32137667.57,2985687.016,4.8,3.9,4.2,3.957143,2.342857,2.5,10.5,34.24,3.4,3969,2.04,0,2.37,0,0.25,3.91,92.69,8.57,97.5,8.55,94028
9009120100,1201,Census Tract 1201,Derby,Naugatuck Valley,New Haven,2.540288,70819173.18,6579316.479,8.7,5.2,7.2,5.2875,5.42,7.8,56.16,79.75,8,6572,1.96,0,1.84,0,4.7,12.98,86.28,21.49,63.3,9.79,76420
9009120200,1202,Census Tract 1202,Derby,Naugatuck Valley,New Haven,2.86522,79877743.38,7420885.188,8,7.6,8.1,6.7375,6.33,9.6,77.76,93.97,9.4,5815,21.82,0.24,1.69,0,5.71,22.94,66.07,52.4,32.6,29.44,50085
9009361402,3614.02,Census Tract 3614.02,New Haven,South Central Regional,New Haven,0.297754,8300917.387,771180.4601,6.5,4.8,5.7,6.511111,5.3,9.2,52.44,77.82,7.8,2861,12.83,0.73,16.01,0,1.08,13.11,64.84,43.76,0.9,25.52,66923
9009348122,3481.22,Census Tract 3481.22,Southbury,Naugatuck Valley,New Haven,7.746913,215971538.5,20064412.48,0.7,1.6,0.7,4.025,3.488889,3.6,2.52,15.93,1.6,4096,0.37,0,0.68,0,0.42,4.08,92.87,5.54,23.8,9.26,135694
9009348123,3481.23,Census Tract 3481.23,Southbury,Naugatuck Valley,New Haven,10.981586,306149040.3,28442176.53,0.6,0.1,0.1,4.35,3.275,4,0.4,5.23,0.5,6389,0.25,0,2.93,0,0.53,11.43,90.48,15.14,21,1.77,140583
9009348124,3481.24,Census Tract 3481.24,Southbury,Naugatuck Valley,New Haven,3.173092,88460739.11,8218271.584,1.7,3.9,2.7,4.3625,3.9,4.5,12.15,36.41,3.6,2381,0,0,2.56,0,0.34,0.34,96.05,3.23,106.5,12.11,57958
9009348125,3481.25,Census Tract 3481.25,Southbury,Naugatuck Valley,New Haven,3.939347,109822692.8,10202862.02,1.2,3.7,2.3,2.9375,1.828571,0.8,1.84,13.2,1.3,4389,8.7,0,7.36,0,0,3.76,80.95,19.82,20.6,13.77,63190
9009150500,1505,Census Tract 1505,Milford,South Central Regional,New Haven,2.491044,69446315.65,6451773.841,4.8,4.4,4.6,7.322222,4.625,9.5,43.7,69.97,7,4387,0.09,0.21,6.54,0,0.02,4.6,87.28,11.47,71.7,7.52,107321
9009150400,1504,Census Tract 1504,Milford,South Central Regional,New Haven,0.942845,26285007.08,2441957.064,4.6,5.6,5.1,4.885714,4.4,6.1,31.11,58.02,5.8,3921,6.66,0,7.68,0,3.9,6.07,76.61,24.31,9.1,5.05,86210
9009154200,1542,Census Tract 1542,West Haven,South Central Regional,New Haven,1.203399,33548833.34,3116788.606,5,8.8,7.2,7.4125,3.666667,9.3,66.96,87.83,8.8,6400,28.44,0,6.11,0,13.28,32.88,46.67,80.7,71.3,32.16,54145
9009154500,1545,Census Tract 1545,West Haven,South Central Regional,New Haven,0.572462,15959326.89,1482669.984,7.2,8.1,8,6.45,4.822222,9.1,72.8,91.58,9.2,4357,19.05,0.23,1.79,0,8.86,22.77,64.98,52.7,46.1,39.25,44797
9009154600,1546,Census Tract 1546,West Haven,South Central Regional,New Haven,0.898446,25047243.15,2326965.032,6.8,7.5,7.5,6.3375,4.48,8.7,65.25,86.35,8.6,4881,21.7,1.8,7.25,0,11.02,25.26,46.12,67.04,130.7,16.52,63798
9009154800,1548,Census Tract 1548,West Haven,South Central Regional,New Haven,0.893168,24900100.31,2313295.015,5.6,5.3,5.4,3.814286,3.466667,3.1,16.74,43.12,4.3,4731,3.53,0,2.03,0,1.25,3.09,91.44,9.89,60.3,10.32,98542
9009154900,1549,Census Tract 1549,West Haven,South Central Regional,New Haven,0.714423,19916980.9,1850348.073,6.1,7.3,6.9,4.225,4.411111,4.8,33.12,59.84,6,4199,15.36,0,8.48,0,6.45,18.96,63.78,49.25,68.1,21.95,75540
9009155100,1551,Census Tract 1551,West Haven,South Central Regional,New Haven,0.791017,22052288.08,2048724.602,7.5,8.6,8.3,4.266667,2.985714,3.6,29.88,56.54,5.7,3125,17.6,0.54,6.59,0.35,12.16,18.56,59.39,55.81,77,20.19,50938
9009150700,1507,Census Tract 1507,Milford,South Central Regional,New Haven,4.618763,128763721.5,11962541.17,3.7,1.8,2.7,6.1,3.15,7.2,19.44,45.28,4.5,4134,0.36,0,4.64,0,1.06,4.57,91.97,10.64,92.4,1.89,135938
9009157300,1573,Census Tract 1573,Orange,South Central Regional,New Haven,4.812922,134176552.7,12465409.64,1.5,1.4,1.1,4.7875,2.8875,4.4,4.84,23.44,2.3,3381,0.53,0,10.56,0,0.44,3.55,85.42,15.08,43.1,2.72,146591
9009161100,1611,Census Tract 1611,Bethany,South Central Regional,New Haven,21.491815,599157407.4,55663544.58,2.9,1.9,2.2,2.525,4.17,1.8,3.96,20.82,2.1,5331,1.43,0,5.29,0,0,2.04,91.2,8.76,37.9,1.14,136667
9009165100,1651,Census Tract 1651,Hamden,South Central Regional,New Haven,2.05331,57242991.19,5318047.9,7.3,7.3,7.6,5.955556,4.23,7.9,60.04,82.71,8.3,3962,24.58,1.06,2.45,0,10.52,23.4,51.01,62.01,78.8,18.41,65036
9009157200,1572,Census Tract 1572,Orange,South Central Regional,New Haven,3.610422,100652781.5,9350949.389,1.6,1.5,1.2,4.228571,3.0125,3.5,4.2,21.73,2.2,4028,11.64,0,8.94,0,0.5,2.04,78.3,23.11,25.8,1.84,156851
9009140800,1408,Census Tract 1408,New Haven,South Central Regional,New Haven,0.681179,18990170.55,1764244.574,7.5,9.9,8.9,6.166667,3.933333,8,71.2,90.78,9.1,4210,70.62,0.55,0.76,0,8.05,19.52,18.53,99.5,119.9,51.97,28125
9009141000,1410,Census Tract 1410,New Haven,South Central Regional,New Haven,0.735084,20492977.73,1903859.93,5,3.8,4.2,4.25,3.188889,3.8,15.96,42.09,4.2,3925,14.6,0,1.32,0,2.17,9.15,77.27,27.24,15.5,10.24,111579
9009141100,1411,Census Tract 1411,New Haven,South Central Regional,New Haven,1.500042,41818774.3,3885091.261,4.3,3.7,3.9,4.185714,3.9,4.3,16.77,43.23,4.3,2718,33,0,10.56,0,1.21,8.17,49.67,52.94,7.5,13.13,119159
9009130101,1301.01,Census Tract 1301.01,Seymour,Naugatuck Valley,New Haven,3.362935,93753259.12,8709962.782,7.4,6.3,7.1,5.2,6.49,8.5,60.35,83.28,8.3,5345,2,0.45,0,0,1.27,12.65,88.34,16.37,35.9,11.14,67256
9009130102,1301.02,Census Tract 1301.02,Seymour,Naugatuck Valley,New Haven,3.043838,84857333.03,7883504.205,6.9,5.5,6.3,3.875,4.55,4.3,27.09,54.15,5.4,3445,5.17,0,1.74,0,7.61,13.93,79.74,28.45,25,9.43,83178
9009361500,3615,Census Tract 3615,West Haven,South Central Regional,New Haven,1.205354,33603338.6,3121852.31,6.9,8.1,7.8,6.588889,4.7,9.1,70.98,90.67,9.1,7650,27.11,0.29,6.93,0,16.03,28.35,36.6,78.71,45.4,29.54,40563
9009150100,1501,Census Tract 1501,Milford,South Central Regional,New Haven,1.281424,35724039,3318871.824,4,5.3,4.6,5.822222,4.75,8.1,37.26,63.59,6.4,4216,4.53,0,3.94,0,3.11,6.67,86.12,18.24,27.6,15.75,79462
9009150200,1502,Census Tract 1502,Milford,South Central Regional,New Haven,2.317081,64596520.27,6001213.107,3.3,5.3,4.1,5.716667,4.6875,7.9,32.39,59.16,5.9,3310,5.29,0,9.09,0,0.21,3.78,82.36,18.37,34.3,10.57,71346
9009175600,1756,Census Tract 1756,Wallingford,South Central Regional,New Haven,2.596466,72385309.32,6724815.287,2.8,4.4,3.5,3.1625,3.657143,2.3,8.05,31.51,3.2,5313,1.88,0,3.84,0,2.86,10.2,88.35,18.78,17.5,5.61,94932
9009175700,1757,Census Tract 1757,Wallingford,South Central Regional,New Haven,2.042019,56928215.35,5288804.268,3.4,1.7,2.5,4.271429,2.6875,3.3,8.25,31.85,3.2,2040,0,0,1.23,0,0.29,7.79,96.91,9.31,55.5,11.57,104792
9009175900,1759,Census Tract 1759,Wallingford,South Central Regional,New Haven,2.024459,56438667.99,5243323.829,3.7,4.4,4,5.085714,3.925,6,24,49.94,5,5207,0.35,0,0.4,0,1.46,1.46,96.41,3.67,41.9,11.86,86607
9009180300,1803,Census Tract 1803,East Haven,South Central Regional,New Haven,0.68417,19073566.05,1771992.27,6.3,7,6.9,4.8875,1.657143,3.5,24.15,50.28,5,2441,5.53,0,1.8,0.49,7.41,27.53,70.38,42.77,19.2,18.01,57200
9009180400,1804,Census Tract 1804,East Haven,South Central Regional,New Haven,2.050108,57153744.46,5309756.608,5.1,7.8,6.6,7,1.85,7.6,50.16,75.2,7.5,2496,2.76,0,16.35,0,15.67,27.44,58.49,62.22,34.1,21.18,62216
9009180500,1805,Census Tract 1805,East Haven,South Central Regional,New Haven,1.62437,45284833.25,4207098.675,7.4,7.3,7.7,3.9125,1.1625,1.5,11.55,35.72,3.6,4409,9.48,0,3.15,0,14.95,28.49,68.81,56.07,72,20.19,78333
9009180601,1806.01,Census Tract 1806.01,East Haven,South Central Regional,New Haven,1.684926,46973034.14,4363937.67,8,2.4,5.2,3.342857,1.828571,1.3,6.76,28.1,2.8,3330,0.42,0,0.63,0,2.1,8.53,94.11,11.68,8.7,14.85,93828
9009180200,1802,Census Tract 1802,East Haven,South Central Regional,New Haven,1.365081,38056273.22,3535543.473,5,6.1,5.6,6.111111,2.875,7,39.2,65.07,6.5,5104,16.2,0,4.51,0,6.5,20.43,68.75,47.65,38.3,10.8,61642
9009180602,1806.02,Census Tract 1806.02,East Haven,South Central Regional,New Haven,2.908936,81096477.76,7534109.318,8.1,4.1,6.2,3.457143,0.9875,0.9,5.58,25.71,2.6,3274,2.84,0,0.18,0,0,4.03,96.4,7.06,56.2,13.67,90924
9009184400,1844,Census Tract 1844,Branford,South Central Regional,New Haven,3.883389,108262675.1,10057931.63,2.9,3.2,2.9,3.614286,1.725,1.5,4.35,22.41,2.2,3222,0,0.34,1.3,0,1.21,7.45,96.68,10.3,26.1,10.06,87602
9009184500,1845,Census Tract 1845,Branford,South Central Regional,New Haven,2.020858,56338297.03,5233999.063,2.9,0.9,1.6,5.0625,1.6,3.8,6.08,26.62,2.7,2485,1.05,0,0,0,0.4,1.81,96.74,3.26,7.9,7.53,99906
9009184600,1846,Census Tract 1846,Branford,South Central Regional,New Haven,7.550155,210486243.8,19554811.93,1.9,1.3,1.3,3.825,1.9,2,2.6,16.61,1.7,2921,2.23,0,0,0,0.21,0,95.17,2.43,77.2,3.8,170656
9009184700,1847,Census Tract 1847,Branford,South Central Regional,New Haven,8.429844,235010564,21833195.83,2.3,3.4,2.8,4.922222,3.46,5.2,14.56,39.14,3.9,5821,2.1,0,4.78,0,5.1,6.44,84.73,18.42,17.1,5.62,96848
9009350200,3502,Census Tract 3502,Waterbury,Naugatuck Valley,New Haven,0.262031,7304995.39,678656.2789,8.5,9.8,9.2,3.788889,5.3,4.8,44.16,70.31,7,3331,44.85,0.39,0.84,1.29,13.54,49.65,31.31,110.57,200.8,55.03,30875
9009350300,3503,Census Tract 3503,Waterbury,Naugatuck Valley,New Haven,0.173461,4835808.048,449261.2685,8.7,8.9,8.9,3.333333,4.77,3.5,31.15,58.25,5.8,1760,28.86,0,3.24,0,11.59,64.66,41.14,108.35,139.1,36.19,38594
9009170200,1702,Census Tract 1702,Meriden,South Central Regional,New Haven,0.235063,6553166.832,608809.1203,7.9,8.2,8.3,5.3,4.53,7,58.1,81,8.1,1689,22.85,0.65,0,0,19.24,72.29,31.32,115.04,56.1,40.13,48429
9009170300,1703,Census Tract 1703,Meriden,South Central Regional,New Haven,0.337944,9421326.189,875269.8438,8.3,8.3,8.5,5.3,3.45,5.9,50.15,75.09,7.5,2094,23.21,0.33,0.1,0,8.69,55.92,49.81,88.25,49.4,42.5,44716
9009170400,1704,Census Tract 1704,Meriden,South Central Regional,New Haven,2.158388,60172390.57,5590198.008,7.1,7,7.3,4.728571,2.35,3.9,28.47,55.4,5.5,1899,14.53,0,0.95,0,9.79,35.81,58.5,61.08,31.5,28.22,74375
9009165900,1659,Census Tract 1659,Hamden,South Central Regional,New Haven,10.440478,291063823.5,27040714.03,3.9,3.4,3.5,3.2375,2.516667,1.6,5.6,26.05,2.6,7780,11.5,0.33,5.41,0,0.39,7.69,81.09,25.32,64,4.65,110907
9009150800,1508,Census Tract 1508,Milford,South Central Regional,New Haven,2.148095,59885452.93,5563540.629,3.6,2.8,3.2,6.85,3.025,8.4,26.88,53.7,5.4,3938,1.52,0.18,7.62,0,0.51,3.05,85.12,12.87,16.9,3.81,91667
9009165300,1653,Census Tract 1653,Hamden,South Central Regional,New Haven,0.5889,16417579.81,1525243.074,5,2.8,3.7,4.75,3.475,4.9,18.13,44.48,4.5,2059,6.7,0,1.07,0,1.07,4.13,85.43,12.97,47.3,5.68,106967
9009165400,1654,Census Tract 1654,Hamden,South Central Regional,New Haven,1.212557,33804150,3140508.3,6.9,6.7,7,5.4,4.566667,7.3,51.1,76.11,7.6,5176,31.34,0.56,1.51,0,7.36,18.68,50.54,59.45,15.2,12.53,70875
9009141400,1414,Census Tract 1414,New Haven,South Central Regional,New Haven,0.43641,12166402.4,1130295.769,6.8,8.6,8,4.855556,3.166667,4.8,38.4,64.28,6.4,5920,58.4,0,0,0,15.12,17.62,18.06,91.13,50.9,31.03,54591
9009125100,1251,Census Tract 1251,Ansonia,Naugatuck Valley,New Haven,1.611417,44923724.72,4173550.594,7.3,5.1,6.3,4.271429,3.633333,4.2,26.46,53.01,5.3,4700,0.85,0.38,3.32,0,1.28,15.83,82.64,21.66,39.4,7.94,83750
9009142200,1422,Census Tract 1422,New Haven,South Central Regional,New Haven,0.357202,9958227.904,925149.6453,7.8,5.3,6.8,8.5,5.622222,10,68,88.51,8.9,1555,12.35,0,7.52,0,4.57,10.68,71.06,35.11,14,23.1,80313
9009142300,1423,Census Tract 1423,New Haven,South Central Regional,New Haven,0.483664,13483770.86,1252683.304,8.9,9.9,9.5,7.688889,5.46,9.8,93.1,99.32,9.9,5137,23.77,0.16,0,0,27.82,62.99,30.37,114.74,87.2,43.62,30049
9009142400,1424,Census Tract 1424,New Haven,South Central Regional,New Haven,0.452239,12607702.89,1171293.926,8.8,9.8,9.4,7.822222,4.88,9.7,91.18,98.75,9.9,5887,25.31,0,3.11,0,33.8,63.19,25.85,125.41,61.4,43.27,39474
